"Sektor","Industri","Model","Beskrivelse","installer","state","bug","spesificity","usage","scope","applications","nationality","recommeded","documentation","language"
"Biosphere¶","Salt and Fresh Water¶","CO2SYS","CO2SYS - A MATLAB (or octave) project to compute variables of ocean CO2 systems.","","","","","","","","","","",""
"Biosphere¶","Salt and Fresh Water¶","mocsy","mocsy - Routines to model ocean carbonate system thermodynamics.","","","","","","","","","","",""
"Biosphere¶","Salt and Fresh Water¶","seacarb","seacarb - An R package that calculates various parameters of the carbonate system in seawater.","","","","","","","","","","",""
"Biosphere¶","Salt and Fresh Water¶","RivGraph","RivGraph - Extracting and quantifying graphical representations of river and delta channel networks from binary masks.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Production and Industry¶","Industry Energy Tool","Industry Energy Tool - A calculator developed by NREL for projecting energy efficiency and fuel switching scenarios for the U.S. industrial sector energy use and emissions at the Census Region and county-level.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Production and Industry¶","Industry Energy Data Book","Industry Energy Data Book - Summarizes the status of, and identifies the key trends in energy use and its underlying economic drivers across the four industrial subsectors: agriculture, construction, manufacturing, and mining.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Production and Industry¶","CalTRACK","CalTRACK - Methods are developed in an open and transparent stakeholder process that uses empirical testing to define replicable methods for calculating normalized metered energy consumption using either monthly or interval data from an existing conditions baseline.","","","","","","","","","","",""
"Energy Consumption and Efficiency¶","Production and Industry¶","OpenModelica","OpenModelica - An open source Modelica-based modeling and simulation environment intended for industrial and academic usage.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","pvlib","pvlib-python - A set of documented functions for simulating the performance of photovoltaic energy systems.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","pvfactors","pvfactors - Open source view-factor model for diffuse shading and bifacial PV modeling.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","gsee","gsee - Global Solar Energy Estimator.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","PVMismatch","PVMismatch - An explicit Python PV system IV & PV curve trace calculator which can also calculate mismatch.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","rdtools","rdtools - Is an open source library to support reproducible technical analysis of time series data from photovoltaic energy systems.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","Machine","Machine-Learning-for-Solar-Energy-Prediction - Predict the power production of a solar panel farm from weather measurements using machine learning.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","elpv","elpv-dataset - A dataset of functional and defective solar cells extracted from EL images of solar modules.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","feedinlib","feedinlib - Contains implementations of photovoltaic models to calculate electricity generation from a pv installation based on given solar radiation. Furthermore it contains all necessary pre-calculations.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","photovoltaic","photovoltaic - A Python library used in photovoltaics.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","pvcaptest","pvcaptest - Collection of functions and Jupyter Notebooks to partially automate running a capacity test following ASTM E2848.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","pvtrace","pvtrace - Optical ray tracing for luminescent materials and spectral converter photovoltaic devices.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","SolarPILOT","SolarPILOT - Solar power tower layout and optimization tool.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","solar","solar-data-tools - Data analysis tools for working with historical PV solar time-series data sets.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","SolarPV","SolarPV-DER-simulation-utility - Allows user to run dynamics simulations for solar photovoltaic distributed energy resource connected to a stiff voltage source or to an external program.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","bifacial_radiance","bifacial_radiance - Toolkit for working with RADIANCE for the ray-trace modeling of Bifacial Photovoltaics.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","autoXRD","autoXRD - A Python package for automatic XRD pattern classification of thin-films, tweaked for small and class-imbalanced datasets.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","BayesProcess","BayesProcess - A Python package for Physics informed Bayesian network inference using neural network surrogate model for matching process / variable / performance in solar cells.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","solcore5","solcore5 - A multi-scale, Python-based library for the modeling of solar cells and semiconductor materials.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","solax","solax - Read energy usage data from the real-time API on Solax solar inverters.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","bifacialvf","bifacialvf - Bifacial PV View Factor model for system performance calculation.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","solar","solar - Allows for reproducible research both for photovoltaics systems performance and solar radiation.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","SolarTherm","SolarTherm - Solar thermal power/fuel station performance simulation and optimization using Modelica.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","LibreSolar","LibreSolar - Firmware for LibreSolar BMS boards based on bq769x0 or ISL94202.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","Charge Controller Firmware","Charge Controller Firmware - Firmware for LibreSolar MPPT/PWM charge controllers.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","pvoutput","pvoutput - Python code for downloading PV data from PVOutput.org.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","predict_pv_yield","predict_pv_yield - Use machine learning to map satellite imagery of clouds to solar PV yield.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","solar","solar-panel-detection - Using a combination of AI (computer vision), open data and short-term forecasting, the project aims to determine the amount of solar electricity being put into the UK grid at a given time (i.e., “right now”, or “nowcasting”)","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","solarpy","solarpy - This packages aims to provide a reliable solar radiation model, mainly based on the work of Duffie, J.A., and Beckman, W. A., 1974, ""Solar energy thermal processes"".","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","solariot","solariot - Leverage your IoT enabled Solar PV Inverter to stream your solar energy usage data to a real time dashboard.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","pvanalytics","pvanalytics - Quality control, filtering, feature labeling, and other tools for working with data from photovoltaic energy systems.","","","","","","","","","","",""
"Renewable Energy¶","Photovoltaic and Solar Energy¶","IonMonger","IonMonger - A free and fast perovskite solar cell simulator with coupled ion vacancy and charge carrier dynamics in one dimension.","","","","","","","","","","",""
